"","Participant","Item","Rating","CategoryType"
"435","5e249775e8ff3a7159953291","Tall",7,"Vague"
"436","5e249775e8ff3a7159953291","Harpoon",6,"Artifact"
"437","5e249775e8ff3a7159953291","Minister",6,"Value"
"438","5e249775e8ff3a7159953291","Gold",1,"Natural"
"439","5e249775e8ff3a7159953291","Gallon",1,"Definite"
"440","5e249775e8ff3a7159953291","Shovel",1,"Artifact"
"441","5d51d781dc299300183ce5e2","Water",1,"Natural"
"442","5d51d781dc299300183ce5e2","Spicy",5,"Vague"
"443","5d51d781dc299300183ce5e2","Heavy.Metal",5,"Value"
"444","5d51d781dc299300183ce5e2","Tiger",7,"Natural"
"445","5d51d781dc299300183ce5e2","Fork",7,"Artifact"
"446","5d51d781dc299300183ce5e2","Scientist",7,"Value"
"447","5d51d781dc299300183ce5e2","Helium",2,"Natural"
"448","5d51d781dc299300183ce5e2","Kettle",5,"Artifact"
"449","5d51d781dc299300183ce5e2","Square",1,"Definite"
"450","5d51d781dc299300183ce5e2","Mentor",2,"Value"
"451","5d51d781dc299300183ce5e2","Zebra",7,"Natural"
"452","5d51d781dc299300183ce5e2","Chair",7,"Artifact"
"453","5d51d781dc299300183ce5e2","Argument",7,"Value"
"454","5d51d781dc299300183ce5e2","Raccoon",7,"Natural"
"455","5d51d781dc299300183ce5e2","Razor",7,"Artifact"
"456","5d51d781dc299300183ce5e2","Artist",7,"Value"
"457","5d51d781dc299300183ce5e2","Tall",4,"Vague"
"458","5d51d781dc299300183ce5e2","Harpoon",7,"Artifact"
"459","5d51d781dc299300183ce5e2","Minister",7,"Value"
"460","5d51d781dc299300183ce5e2","Gold",3,"Natural"
"461","5d51d781dc299300183ce5e2","Gallon",1,"Definite"
"462","5d51d781dc299300183ce5e2","Shovel",1,"Artifact"
"463","5c3d76866ce2f80001317da2","Water",1,"Natural"
"464","5c3d76866ce2f80001317da2","Spicy",7,"Vague"
"465","5c3d76866ce2f80001317da2","Heavy.Metal",7,"Value"
"466","5c3d76866ce2f80001317da2","Tiger",1,"Natural"
"467","5c3d76866ce2f80001317da2","Fork",7,"Artifact"
"468","5c3d76866ce2f80001317da2","Scientist",1,"Value"
"469","5c3d76866ce2f80001317da2","Helium",1,"Natural"
"470","5c3d76866ce2f80001317da2","Kettle",1,"Artifact"
"471","5c3d76866ce2f80001317da2","Square",1,"Definite"
"472","5c3d76866ce2f80001317da2","Mentor",1,"Value"
"473","5c3d76866ce2f80001317da2","Zebra",1,"Natural"
"474","5c3d76866ce2f80001317da2","Chair",1,"Artifact"
"475","5c3d76866ce2f80001317da2","Argument",7,"Value"
"476","5c3d76866ce2f80001317da2","Raccoon",1,"Natural"
"477","5c3d76866ce2f80001317da2","Razor",1,"Artifact"
"478","5c3d76866ce2f80001317da2","Artist",1,"Value"
"479","5c3d76866ce2f80001317da2","Tall",6,"Vague"
"480","5c3d76866ce2f80001317da2","Harpoon",1,"Artifact"
"481","5c3d76866ce2f80001317da2","Minister",1,"Value"
"482","5c3d76866ce2f80001317da2","Gold",1,"Natural"
"483","5c3d76866ce2f80001317da2","Gallon",1,"Definite"
"484","5c3d76866ce2f80001317da2","Shovel",1,"Artifact"
"485","60fd281395d5a91134210732","Water",1,"Natural"
"486","60fd281395d5a91134210732","Spicy",6,"Vague"
"487","60fd281395d5a91134210732","Heavy.Metal",7,"Value"
"488","60fd281395d5a91134210732","Tiger",1,"Natural"
"489","60fd281395d5a91134210732","Fork",1,"Artifact"
"490","60fd281395d5a91134210732","Scientist",1,"Value"
"491","60fd281395d5a91134210732","Helium",1,"Natural"
"492","60fd281395d5a91134210732","Kettle",1,"Artifact"
"493","60fd281395d5a91134210732","Square",1,"Definite"
"494","60fd281395d5a91134210732","Mentor",1,"Value"
"495","60fd281395d5a91134210732","Zebra",2,"Natural"
"496","60fd281395d5a91134210732","Chair",1,"Artifact"
"497","60fd281395d5a91134210732","Argument",2,"Value"
"498","60fd281395d5a91134210732","Raccoon",1,"Natural"
"499","60fd281395d5a91134210732","Razor",1,"Artifact"
"500","60fd281395d5a91134210732","Artist",7,"Value"
"501","60fd281395d5a91134210732","Tall",7,"Vague"
"502","60fd281395d5a91134210732","Harpoon",1,"Artifact"
"503","60fd281395d5a91134210732","Minister",7,"Value"
"504","60fd281395d5a91134210732","Gold",1,"Natural"
"505","60fd281395d5a91134210732","Gallon",1,"Definite"
"506","60fd281395d5a91134210732","Shovel",1,"Artifact"
"507","61072325706bc0ff7b1fdb93","Water",4,"Natural"
"508","61072325706bc0ff7b1fdb93","Spicy",4,"Vague"
"509","61072325706bc0ff7b1fdb93","Heavy.Metal",5,"Value"
"510","61072325706bc0ff7b1fdb93","Tiger",5,"Natural"
"511","61072325706bc0ff7b1fdb93","Fork",2,"Artifact"
"512","61072325706bc0ff7b1fdb93","Scientist",2,"Value"
"513","61072325706bc0ff7b1fdb93","Helium",4,"Natural"
"514","61072325706bc0ff7b1fdb93","Kettle",3,"Artifact"
"515","61072325706bc0ff7b1fdb93","Square",2,"Definite"
"516","61072325706bc0ff7b1fdb93","Mentor",4,"Value"
"517","61072325706bc0ff7b1fdb93","Zebra",5,"Natural"
"518","61072325706bc0ff7b1fdb93","Chair",2,"Artifact"
"519","61072325706bc0ff7b1fdb93","Argument",2,"Value"
"520","61072325706bc0ff7b1fdb93","Raccoon",5,"Natural"
"521","61072325706bc0ff7b1fdb93","Razor",2,"Artifact"
"522","61072325706bc0ff7b1fdb93","Artist",3,"Value"
"523","61072325706bc0ff7b1fdb93","Tall",5,"Vague"
"524","61072325706bc0ff7b1fdb93","Harpoon",2,"Artifact"
"525","61072325706bc0ff7b1fdb93","Minister",5,"Value"
"526","61072325706bc0ff7b1fdb93","Gold",3,"Natural"
"527","61072325706bc0ff7b1fdb93","Gallon",1,"Definite"
"528","61072325706bc0ff7b1fdb93","Shovel",2,"Artifact"
"529","62e02606dd578dae3e6c1894","Water",2,"Natural"
"530","62e02606dd578dae3e6c1894","Spicy",2,"Vague"
"531","62e02606dd578dae3e6c1894","Heavy.Metal",5,"Value"
"532","62e02606dd578dae3e6c1894","Tiger",2,"Natural"
"533","62e02606dd578dae3e6c1894","Fork",4,"Artifact"
"534","62e02606dd578dae3e6c1894","Scientist",6,"Value"
"535","62e02606dd578dae3e6c1894","Helium",4,"Natural"
"536","62e02606dd578dae3e6c1894","Kettle",2,"Artifact"
"537","62e02606dd578dae3e6c1894","Square",1,"Definite"
"538","62e02606dd578dae3e6c1894","Mentor",3,"Value"
"539","62e02606dd578dae3e6c1894","Zebra",1,"Natural"
"540","62e02606dd578dae3e6c1894","Chair",4,"Artifact"
"541","62e02606dd578dae3e6c1894","Argument",5,"Value"
"542","62e02606dd578dae3e6c1894","Raccoon",6,"Natural"
"543","62e02606dd578dae3e6c1894","Razor",2,"Artifact"
"544","62e02606dd578dae3e6c1894","Artist",4,"Value"
"545","62e02606dd578dae3e6c1894","Tall",4,"Vague"
"546","62e02606dd578dae3e6c1894","Harpoon",3,"Artifact"
"547","62e02606dd578dae3e6c1894","Minister",7,"Value"
"548","62e02606dd578dae3e6c1894","Gold",2,"Natural"
"549","62e02606dd578dae3e6c1894","Gallon",1,"Definite"
"550","62e02606dd578dae3e6c1894","Shovel",5,"Artifact"
"551","5d20e5aea3262d0017af1588","Water",3,"Natural"
"552","5d20e5aea3262d0017af1588","Spicy",5,"Vague"
"553","5d20e5aea3262d0017af1588","Heavy.Metal",5,"Value"
"554","5d20e5aea3262d0017af1588","Tiger",4,"Natural"
"555","5d20e5aea3262d0017af1588","Fork",2,"Artifact"
"556","5d20e5aea3262d0017af1588","Scientist",4,"Value"
"557","5d20e5aea3262d0017af1588","Helium",2,"Natural"
"558","5d20e5aea3262d0017af1588","Kettle",2,"Artifact"
"559","5d20e5aea3262d0017af1588","Square",1,"Definite"
"560","5d20e5aea3262d0017af1588","Mentor",2,"Value"
"561","5d20e5aea3262d0017af1588","Zebra",3,"Natural"
"562","5d20e5aea3262d0017af1588","Chair",2,"Artifact"
"563","5d20e5aea3262d0017af1588","Argument",3,"Value"
"564","5d20e5aea3262d0017af1588","Raccoon",3,"Natural"
"565","5d20e5aea3262d0017af1588","Razor",2,"Artifact"
"566","5d20e5aea3262d0017af1588","Artist",5,"Value"
"567","5d20e5aea3262d0017af1588","Tall",6,"Vague"
"568","5d20e5aea3262d0017af1588","Harpoon",4,"Artifact"
"569","5d20e5aea3262d0017af1588","Minister",5,"Value"
"570","5d20e5aea3262d0017af1588","Gold",2,"Natural"
"571","5d20e5aea3262d0017af1588","Gallon",1,"Definite"
"572","5d20e5aea3262d0017af1588","Shovel",4,"Artifact"
"573","6017df63bb02083698436ead","Water",1,"Natural"
"574","6017df63bb02083698436ead","Spicy",5,"Vague"
"575","6017df63bb02083698436ead","Heavy.Metal",6,"Value"
"576","6017df63bb02083698436ead","Tiger",3,"Natural"
"577","6017df63bb02083698436ead","Fork",4,"Artifact"
"578","6017df63bb02083698436ead","Scientist",4,"Value"
"579","6017df63bb02083698436ead","Helium",4,"Natural"
"580","6017df63bb02083698436ead","Kettle",5,"Artifact"
"581","6017df63bb02083698436ead","Square",4,"Definite"
"582","6017df63bb02083698436ead","Mentor",7,"Value"
"583","6017df63bb02083698436ead","Zebra",4,"Natural"
"584","6017df63bb02083698436ead","Chair",5,"Artifact"
"585","6017df63bb02083698436ead","Argument",5,"Value"
"586","6017df63bb02083698436ead","Raccoon",6,"Natural"
"587","6017df63bb02083698436ead","Razor",4,"Artifact"
"588","6017df63bb02083698436ead","Artist",7,"Value"
"589","6017df63bb02083698436ead","Tall",5,"Vague"
"590","6017df63bb02083698436ead","Harpoon",4,"Artifact"
"591","6017df63bb02083698436ead","Minister",3,"Value"
"592","6017df63bb02083698436ead","Gold",4,"Natural"
"593","6017df63bb02083698436ead","Gallon",6,"Definite"
"594","6017df63bb02083698436ead","Shovel",6,"Artifact"
"595","612683e6ceb3e6918fb0863a","Water",1,"Natural"
"596","612683e6ceb3e6918fb0863a","Spicy",4,"Vague"
"597","612683e6ceb3e6918fb0863a","Heavy.Metal",6,"Value"
"598","612683e6ceb3e6918fb0863a","Tiger",2,"Natural"
"599","612683e6ceb3e6918fb0863a","Fork",3,"Artifact"
"600","612683e6ceb3e6918fb0863a","Scientist",5,"Value"
"601","612683e6ceb3e6918fb0863a","Helium",4,"Natural"
"602","612683e6ceb3e6918fb0863a","Kettle",4,"Artifact"
"603","612683e6ceb3e6918fb0863a","Square",2,"Definite"
"604","612683e6ceb3e6918fb0863a","Mentor",2,"Value"
"605","612683e6ceb3e6918fb0863a","Zebra",4,"Natural"
"606","612683e6ceb3e6918fb0863a","Chair",4,"Artifact"
"607","612683e6ceb3e6918fb0863a","Argument",5,"Value"
"608","612683e6ceb3e6918fb0863a","Raccoon",3,"Natural"
"609","612683e6ceb3e6918fb0863a","Razor",5,"Artifact"
"610","612683e6ceb3e6918fb0863a","Artist",6,"Value"
"611","612683e6ceb3e6918fb0863a","Tall",7,"Vague"
"612","612683e6ceb3e6918fb0863a","Harpoon",5,"Artifact"
"613","612683e6ceb3e6918fb0863a","Minister",5,"Value"
"614","612683e6ceb3e6918fb0863a","Gold",3,"Natural"
"615","612683e6ceb3e6918fb0863a","Gallon",1,"Definite"
"616","612683e6ceb3e6918fb0863a","Shovel",3,"Artifact"
"617","5edbd346b3747c0a66b63e0d","Water",1,"Natural"
"618","5edbd346b3747c0a66b63e0d","Spicy",6,"Vague"
"619","5edbd346b3747c0a66b63e0d","Heavy.Metal",4,"Value"
"620","5edbd346b3747c0a66b63e0d","Tiger",6,"Natural"
"621","5edbd346b3747c0a66b63e0d","Fork",1,"Artifact"
"622","5edbd346b3747c0a66b63e0d","Scientist",1,"Value"
"623","5edbd346b3747c0a66b63e0d","Helium",1,"Natural"
"624","5edbd346b3747c0a66b63e0d","Kettle",1,"Artifact"
"625","5edbd346b3747c0a66b63e0d","Square",1,"Definite"
"626","5edbd346b3747c0a66b63e0d","Mentor",1,"Value"
"627","5edbd346b3747c0a66b63e0d","Zebra",3,"Natural"
"628","5edbd346b3747c0a66b63e0d","Chair",2,"Artifact"
"629","5edbd346b3747c0a66b63e0d","Argument",2,"Value"
"630","5edbd346b3747c0a66b63e0d","Raccoon",2,"Natural"
"631","5edbd346b3747c0a66b63e0d","Razor",1,"Artifact"
"632","5edbd346b3747c0a66b63e0d","Artist",6,"Value"
"633","5edbd346b3747c0a66b63e0d","Tall",7,"Vague"
"634","5edbd346b3747c0a66b63e0d","Harpoon",1,"Artifact"
"635","5edbd346b3747c0a66b63e0d","Minister",6,"Value"
"636","5edbd346b3747c0a66b63e0d","Gold",1,"Natural"
"637","5edbd346b3747c0a66b63e0d","Gallon",1,"Definite"
"638","5edbd346b3747c0a66b63e0d","Shovel",1,"Artifact"
"639","5f6c238ed9915e19408f161b","Water",1,"Natural"
"640","5f6c238ed9915e19408f161b","Spicy",7,"Vague"
"641","5f6c238ed9915e19408f161b","Heavy.Metal",1,"Value"
"642","5f6c238ed9915e19408f161b","Tiger",1,"Natural"
"643","5f6c238ed9915e19408f161b","Fork",1,"Artifact"
"644","5f6c238ed9915e19408f161b","Scientist",1,"Value"
"645","5f6c238ed9915e19408f161b","Helium",1,"Natural"
"646","5f6c238ed9915e19408f161b","Kettle",1,"Artifact"
"647","5f6c238ed9915e19408f161b","Square",1,"Definite"
"648","5f6c238ed9915e19408f161b","Mentor",1,"Value"
"649","5f6c238ed9915e19408f161b","Zebra",1,"Natural"
"650","5f6c238ed9915e19408f161b","Chair",1,"Artifact"
"651","5f6c238ed9915e19408f161b","Argument",1,"Value"
"652","5f6c238ed9915e19408f161b","Raccoon",4,"Natural"
"653","5f6c238ed9915e19408f161b","Razor",1,"Artifact"
"654","5f6c238ed9915e19408f161b","Artist",7,"Value"
"655","5f6c238ed9915e19408f161b","Tall",5,"Vague"
"656","5f6c238ed9915e19408f161b","Harpoon",1,"Artifact"
"657","5f6c238ed9915e19408f161b","Minister",7,"Value"
"658","5f6c238ed9915e19408f161b","Gold",1,"Natural"
"659","5f6c238ed9915e19408f161b","Gallon",1,"Definite"
"660","5f6c238ed9915e19408f161b","Shovel",1,"Artifact"
"661","61424b1673fc4394db65bc53","Water",3,"Natural"
"662","61424b1673fc4394db65bc53","Spicy",7,"Vague"
"663","61424b1673fc4394db65bc53","Heavy.Metal",5,"Value"
"664","61424b1673fc4394db65bc53","Tiger",7,"Natural"
"665","61424b1673fc4394db65bc53","Fork",4,"Artifact"
"666","61424b1673fc4394db65bc53","Scientist",1,"Value"
"667","61424b1673fc4394db65bc53","Helium",6,"Natural"
"668","61424b1673fc4394db65bc53","Kettle",1,"Artifact"
"669","61424b1673fc4394db65bc53","Square",7,"Definite"
"670","61424b1673fc4394db65bc53","Mentor",1,"Value"
"671","61424b1673fc4394db65bc53","Zebra",1,"Natural"
"672","61424b1673fc4394db65bc53","Chair",1,"Artifact"
"673","61424b1673fc4394db65bc53","Argument",1,"Value"
"674","61424b1673fc4394db65bc53","Raccoon",1,"Natural"
"675","61424b1673fc4394db65bc53","Razor",1,"Artifact"
"676","61424b1673fc4394db65bc53","Artist",7,"Value"
"677","61424b1673fc4394db65bc53","Tall",7,"Vague"
"678","61424b1673fc4394db65bc53","Harpoon",7,"Artifact"
"679","61424b1673fc4394db65bc53","Minister",2,"Value"
"680","61424b1673fc4394db65bc53","Gold",1,"Natural"
"681","61424b1673fc4394db65bc53","Gallon",1,"Definite"
"682","61424b1673fc4394db65bc53","Shovel",1,"Artifact"
"683","5ec3d4ca7207c9249050bb0a","Water",2,"Natural"
"684","5ec3d4ca7207c9249050bb0a","Spicy",4,"Vague"
"685","5ec3d4ca7207c9249050bb0a","Heavy.Metal",4,"Value"
"686","5ec3d4ca7207c9249050bb0a","Tiger",3,"Natural"
"687","5ec3d4ca7207c9249050bb0a","Fork",3,"Artifact"
"688","5ec3d4ca7207c9249050bb0a","Scientist",2,"Value"
"689","5ec3d4ca7207c9249050bb0a","Helium",3,"Natural"
"690","5ec3d4ca7207c9249050bb0a","Kettle",3,"Artifact"
"691","5ec3d4ca7207c9249050bb0a","Square",1,"Definite"
"692","5ec3d4ca7207c9249050bb0a","Mentor",2,"Value"
"693","5ec3d4ca7207c9249050bb0a","Zebra",2,"Natural"
"694","5ec3d4ca7207c9249050bb0a","Chair",3,"Artifact"
"695","5ec3d4ca7207c9249050bb0a","Argument",2,"Value"
"696","5ec3d4ca7207c9249050bb0a","Raccoon",3,"Natural"
"697","5ec3d4ca7207c9249050bb0a","Razor",3,"Artifact"
"698","5ec3d4ca7207c9249050bb0a","Artist",5,"Value"
"699","5ec3d4ca7207c9249050bb0a","Tall",4,"Vague"
"700","5ec3d4ca7207c9249050bb0a","Harpoon",3,"Artifact"
"701","5ec3d4ca7207c9249050bb0a","Minister",4,"Value"
"702","5ec3d4ca7207c9249050bb0a","Gold",2,"Natural"
"703","5ec3d4ca7207c9249050bb0a","Gallon",1,"Definite"
"704","5ec3d4ca7207c9249050bb0a","Shovel",3,"Artifact"
"705","5fd50a355025422fd25bb05b","Water",1,"Natural"
"706","5fd50a355025422fd25bb05b","Spicy",5,"Vague"
"707","5fd50a355025422fd25bb05b","Heavy.Metal",6,"Value"
"708","5fd50a355025422fd25bb05b","Tiger",2,"Natural"
"709","5fd50a355025422fd25bb05b","Fork",3,"Artifact"
"710","5fd50a355025422fd25bb05b","Scientist",1,"Value"
"711","5fd50a355025422fd25bb05b","Helium",1,"Natural"
"712","5fd50a355025422fd25bb05b","Kettle",2,"Artifact"
"713","5fd50a355025422fd25bb05b","Square",1,"Definite"
"714","5fd50a355025422fd25bb05b","Mentor",3,"Value"
"715","5fd50a355025422fd25bb05b","Zebra",2,"Natural"
"716","5fd50a355025422fd25bb05b","Chair",2,"Artifact"
"717","5fd50a355025422fd25bb05b","Argument",5,"Value"
"718","5fd50a355025422fd25bb05b","Raccoon",1,"Natural"
"719","5fd50a355025422fd25bb05b","Razor",3,"Artifact"
"720","5fd50a355025422fd25bb05b","Artist",6,"Value"
"721","5fd50a355025422fd25bb05b","Tall",5,"Vague"
"722","5fd50a355025422fd25bb05b","Harpoon",2,"Artifact"
"723","5fd50a355025422fd25bb05b","Minister",3,"Value"
"724","5fd50a355025422fd25bb05b","Gold",1,"Natural"
"725","5fd50a355025422fd25bb05b","Gallon",4,"Definite"
"726","5fd50a355025422fd25bb05b","Shovel",2,"Artifact"
"727","5f356dd86c71333977ed00e1","Water",1,"Natural"
"728","5f356dd86c71333977ed00e1","Spicy",5,"Vague"
"729","5f356dd86c71333977ed00e1","Heavy.Metal",7,"Value"
"730","5f356dd86c71333977ed00e1","Tiger",1,"Natural"
"731","5f356dd86c71333977ed00e1","Fork",1,"Artifact"
"732","5f356dd86c71333977ed00e1","Scientist",6,"Value"
"733","5f356dd86c71333977ed00e1","Helium",1,"Natural"
"734","5f356dd86c71333977ed00e1","Kettle",1,"Artifact"
"735","5f356dd86c71333977ed00e1","Square",3,"Definite"
"736","5f356dd86c71333977ed00e1","Mentor",3,"Value"
"737","5f356dd86c71333977ed00e1","Zebra",1,"Natural"
"738","5f356dd86c71333977ed00e1","Chair",1,"Artifact"
"739","5f356dd86c71333977ed00e1","Argument",4,"Value"
"740","5f356dd86c71333977ed00e1","Raccoon",2,"Natural"
"741","5f356dd86c71333977ed00e1","Razor",1,"Artifact"
"742","5f356dd86c71333977ed00e1","Artist",3,"Value"
"743","5f356dd86c71333977ed00e1","Tall",5,"Vague"
"744","5f356dd86c71333977ed00e1","Harpoon",4,"Artifact"
"745","5f356dd86c71333977ed00e1","Minister",5,"Value"
"746","5f356dd86c71333977ed00e1","Gold",3,"Natural"
"747","5f356dd86c71333977ed00e1","Gallon",2,"Definite"
"748","5f356dd86c71333977ed00e1","Shovel",1,"Artifact"
"749","61102f9292f5e6301b5bea45","Water",1,"Natural"
"750","61102f9292f5e6301b5bea45","Spicy",5,"Vague"
"751","61102f9292f5e6301b5bea45","Heavy.Metal",3,"Value"
"752","61102f9292f5e6301b5bea45","Tiger",1,"Natural"
"753","61102f9292f5e6301b5bea45","Fork",1,"Artifact"
"754","61102f9292f5e6301b5bea45","Scientist",2,"Value"
"755","61102f9292f5e6301b5bea45","Helium",1,"Natural"
"756","61102f9292f5e6301b5bea45","Kettle",1,"Artifact"
"757","61102f9292f5e6301b5bea45","Square",1,"Definite"
"758","61102f9292f5e6301b5bea45","Mentor",1,"Value"
"759","61102f9292f5e6301b5bea45","Zebra",1,"Natural"
"760","61102f9292f5e6301b5bea45","Chair",1,"Artifact"
"761","61102f9292f5e6301b5bea45","Argument",1,"Value"
"762","61102f9292f5e6301b5bea45","Raccoon",1,"Natural"
"763","61102f9292f5e6301b5bea45","Razor",1,"Artifact"
"764","61102f9292f5e6301b5bea45","Artist",2,"Value"
"765","61102f9292f5e6301b5bea45","Tall",2,"Vague"
"766","61102f9292f5e6301b5bea45","Harpoon",1,"Artifact"
"767","61102f9292f5e6301b5bea45","Minister",1,"Value"
"768","61102f9292f5e6301b5bea45","Gold",1,"Natural"
"769","61102f9292f5e6301b5bea45","Gallon",1,"Definite"
"770","61102f9292f5e6301b5bea45","Shovel",1,"Artifact"
"771","5d83b4c19358b400013494e8","Water",2,"Natural"
"772","5d83b4c19358b400013494e8","Spicy",6,"Vague"
"773","5d83b4c19358b400013494e8","Heavy.Metal",6,"Value"
"774","5d83b4c19358b400013494e8","Tiger",3,"Natural"
"775","5d83b4c19358b400013494e8","Fork",4,"Artifact"
"776","5d83b4c19358b400013494e8","Scientist",5,"Value"
"777","5d83b4c19358b400013494e8","Helium",5,"Natural"
"778","5d83b4c19358b400013494e8","Kettle",1,"Artifact"
"779","5d83b4c19358b400013494e8","Square",7,"Definite"
"780","5d83b4c19358b400013494e8","Mentor",5,"Value"
"781","5d83b4c19358b400013494e8","Zebra",5,"Natural"
"782","5d83b4c19358b400013494e8","Chair",5,"Artifact"
"783","5d83b4c19358b400013494e8","Argument",5,"Value"
"784","5d83b4c19358b400013494e8","Raccoon",5,"Natural"
"785","5d83b4c19358b400013494e8","Razor",6,"Artifact"
"786","5d83b4c19358b400013494e8","Artist",6,"Value"
"787","5d83b4c19358b400013494e8","Tall",5,"Vague"
"788","5d83b4c19358b400013494e8","Harpoon",5,"Artifact"
"789","5d83b4c19358b400013494e8","Minister",6,"Value"
"790","5d83b4c19358b400013494e8","Gold",3,"Natural"
"791","5d83b4c19358b400013494e8","Gallon",7,"Definite"
"792","5d83b4c19358b400013494e8","Shovel",6,"Artifact"
"793","6075e12159e69162ee283711","Water",5,"Natural"
"794","6075e12159e69162ee283711","Spicy",5,"Vague"
"795","6075e12159e69162ee283711","Heavy.Metal",6,"Value"
"796","6075e12159e69162ee283711","Tiger",3,"Natural"
"797","6075e12159e69162ee283711","Fork",5,"Artifact"
"798","6075e12159e69162ee283711","Scientist",1,"Value"
"799","6075e12159e69162ee283711","Helium",3,"Natural"
"800","6075e12159e69162ee283711","Kettle",2,"Artifact"
"801","6075e12159e69162ee283711","Square",1,"Definite"
"802","6075e12159e69162ee283711","Mentor",2,"Value"
"803","6075e12159e69162ee283711","Zebra",1,"Natural"
"804","6075e12159e69162ee283711","Chair",1,"Artifact"
"805","6075e12159e69162ee283711","Argument",1,"Value"
"806","6075e12159e69162ee283711","Raccoon",2,"Natural"
"807","6075e12159e69162ee283711","Razor",1,"Artifact"
"808","6075e12159e69162ee283711","Artist",3,"Value"
"809","6075e12159e69162ee283711","Tall",1,"Vague"
"810","6075e12159e69162ee283711","Harpoon",1,"Artifact"
"811","6075e12159e69162ee283711","Minister",2,"Value"
"812","6075e12159e69162ee283711","Gold",5,"Natural"
"813","6075e12159e69162ee283711","Gallon",5,"Definite"
"814","6075e12159e69162ee283711","Shovel",2,"Artifact"
"815","6093db807d15df55e6990a28","Water",1,"Natural"
"816","6093db807d15df55e6990a28","Spicy",7,"Vague"
"817","6093db807d15df55e6990a28","Heavy.Metal",7,"Value"
"818","6093db807d15df55e6990a28","Tiger",1,"Natural"
"819","6093db807d15df55e6990a28","Fork",7,"Artifact"
"820","6093db807d15df55e6990a28","Scientist",2,"Value"
"821","6093db807d15df55e6990a28","Helium",1,"Natural"
"822","6093db807d15df55e6990a28","Kettle",6,"Artifact"
"823","6093db807d15df55e6990a28","Square",1,"Definite"
"824","6093db807d15df55e6990a28","Mentor",1,"Value"
"825","6093db807d15df55e6990a28","Zebra",1,"Natural"
"826","6093db807d15df55e6990a28","Chair",1,"Artifact"
"827","6093db807d15df55e6990a28","Argument",3,"Value"
"828","6093db807d15df55e6990a28","Raccoon",1,"Natural"
"829","6093db807d15df55e6990a28","Razor",1,"Artifact"
"830","6093db807d15df55e6990a28","Artist",7,"Value"
"831","6093db807d15df55e6990a28","Tall",5,"Vague"
"832","6093db807d15df55e6990a28","Harpoon",1,"Artifact"
"833","6093db807d15df55e6990a28","Minister",7,"Value"
"834","6093db807d15df55e6990a28","Gold",1,"Natural"
"835","6093db807d15df55e6990a28","Gallon",3,"Definite"
"836","6093db807d15df55e6990a28","Shovel",1,"Artifact"
"837","62b495a707bd4eb65ab81728","Water",1,"Natural"
"838","62b495a707bd4eb65ab81728","Spicy",5,"Vague"
"839","62b495a707bd4eb65ab81728","Heavy.Metal",5,"Value"
"840","62b495a707bd4eb65ab81728","Tiger",2,"Natural"
"841","62b495a707bd4eb65ab81728","Fork",5,"Artifact"
"842","62b495a707bd4eb65ab81728","Scientist",4,"Value"
"843","62b495a707bd4eb65ab81728","Helium",1,"Natural"
"844","62b495a707bd4eb65ab81728","Kettle",1,"Artifact"
"845","62b495a707bd4eb65ab81728","Square",1,"Definite"
"846","62b495a707bd4eb65ab81728","Mentor",2,"Value"
"847","62b495a707bd4eb65ab81728","Zebra",1,"Natural"
"848","62b495a707bd4eb65ab81728","Chair",1,"Artifact"
"849","62b495a707bd4eb65ab81728","Argument",2,"Value"
"850","62b495a707bd4eb65ab81728","Raccoon",1,"Natural"
"851","62b495a707bd4eb65ab81728","Razor",1,"Artifact"
"852","62b495a707bd4eb65ab81728","Artist",6,"Value"
"853","62b495a707bd4eb65ab81728","Tall",5,"Vague"
"854","62b495a707bd4eb65ab81728","Harpoon",5,"Artifact"
"855","62b495a707bd4eb65ab81728","Minister",6,"Value"
"856","62b495a707bd4eb65ab81728","Gold",1,"Natural"
"857","62b495a707bd4eb65ab81728","Gallon",1,"Definite"
"858","62b495a707bd4eb65ab81728","Shovel",1,"Artifact"
"859","60459f654004876e609870e9","Water",2,"Natural"
"860","60459f654004876e609870e9","Spicy",4,"Vague"
"861","60459f654004876e609870e9","Heavy.Metal",6,"Value"
"862","60459f654004876e609870e9","Tiger",4,"Natural"
"863","60459f654004876e609870e9","Fork",5,"Artifact"
"864","60459f654004876e609870e9","Scientist",3,"Value"
"865","60459f654004876e609870e9","Helium",5,"Natural"
"866","60459f654004876e609870e9","Kettle",3,"Artifact"
"867","60459f654004876e609870e9","Square",1,"Definite"
"868","60459f654004876e609870e9","Mentor",3,"Value"
"869","60459f654004876e609870e9","Zebra",2,"Natural"
"870","60459f654004876e609870e9","Chair",2,"Artifact"
"871","60459f654004876e609870e9","Argument",5,"Value"
"872","60459f654004876e609870e9","Raccoon",5,"Natural"
"873","60459f654004876e609870e9","Razor",3,"Artifact"
"874","60459f654004876e609870e9","Artist",6,"Value"
"875","60459f654004876e609870e9","Tall",5,"Vague"
"876","60459f654004876e609870e9","Harpoon",2,"Artifact"
"877","60459f654004876e609870e9","Minister",6,"Value"
"878","60459f654004876e609870e9","Gold",1,"Natural"
"879","60459f654004876e609870e9","Gallon",1,"Definite"
"880","60459f654004876e609870e9","Shovel",1,"Artifact"
"881","5a87116c1904200001560982","Water",7,"Natural"
"882","5a87116c1904200001560982","Spicy",7,"Vague"
