"","Participant","Item","Selection","CategoryType"
"413","606aa384e190cbb5947ed6ae","Gold","Both","Natural"
"414","606aa384e190cbb5947ed6ae","Shovel","Both","Artifact"
"415","5f2f0ace37658a2e315c4875","Water","Both","Natural"
"416","5f2f0ace37658a2e315c4875","Heavy.Metal","Both","Value"
"417","5f2f0ace37658a2e315c4875","Tiger","Both","Natural"
"418","5f2f0ace37658a2e315c4875","Fork","Is","Artifact"
"419","5f2f0ace37658a2e315c4875","Scientist","Both","Value"
"420","5f2f0ace37658a2e315c4875","Helium","Both","Natural"
"421","5f2f0ace37658a2e315c4875","Kettle","Both","Artifact"
"422","5f2f0ace37658a2e315c4875","Mentor","Both","Value"
"423","5f2f0ace37658a2e315c4875","Zebra","Is","Natural"
"424","5f2f0ace37658a2e315c4875","Chair","Is","Artifact"
"425","5f2f0ace37658a2e315c4875","Argument","Both","Value"
"426","5f2f0ace37658a2e315c4875","Raccoon","Both","Natural"
"427","5f2f0ace37658a2e315c4875","Razor","Both","Artifact"
"428","5f2f0ace37658a2e315c4875","Artist","Both","Value"
"429","5f2f0ace37658a2e315c4875","Harpoon","Both","Artifact"
"430","5f2f0ace37658a2e315c4875","Minister","Both","Value"
"431","5f2f0ace37658a2e315c4875","Gold","Both","Natural"
"432","5f2f0ace37658a2e315c4875","Shovel","Both","Artifact"
"433","5e2b3472339bae18089f9c6d","Water","Is not","Natural"
"434","5e2b3472339bae18089f9c6d","Heavy.Metal","Both","Value"
"435","5e2b3472339bae18089f9c6d","Tiger","Is not","Natural"
"436","5e2b3472339bae18089f9c6d","Fork","Is not","Artifact"
"437","5e2b3472339bae18089f9c6d","Scientist","Both","Value"
"438","5e2b3472339bae18089f9c6d","Helium","Is not","Natural"
"439","5e2b3472339bae18089f9c6d","Kettle","Is not","Artifact"
"440","5e2b3472339bae18089f9c6d","Mentor","Is not","Value"
"441","5e2b3472339bae18089f9c6d","Zebra","Is not","Natural"
"442","5e2b3472339bae18089f9c6d","Chair","Both","Artifact"
"443","5e2b3472339bae18089f9c6d","Argument","Both","Value"
"444","5e2b3472339bae18089f9c6d","Raccoon","Is not","Natural"
"445","5e2b3472339bae18089f9c6d","Razor","Is not","Artifact"
"446","5e2b3472339bae18089f9c6d","Artist","Is","Value"
"447","5e2b3472339bae18089f9c6d","Harpoon","Is not","Artifact"
"448","5e2b3472339bae18089f9c6d","Minister","Is","Value"
"449","5e2b3472339bae18089f9c6d","Gold","Is not","Natural"
"450","5e2b3472339bae18089f9c6d","Shovel","Both","Artifact"
"451","5996cafd0ed7ae000199171d","Water","Both","Natural"
"452","5996cafd0ed7ae000199171d","Heavy.Metal","Both","Value"
"453","5996cafd0ed7ae000199171d","Tiger","Both","Natural"
"454","5996cafd0ed7ae000199171d","Fork","Both","Artifact"
"455","5996cafd0ed7ae000199171d","Scientist","Both","Value"
"456","5996cafd0ed7ae000199171d","Helium","Both","Natural"
"457","5996cafd0ed7ae000199171d","Kettle","Both","Artifact"
"458","5996cafd0ed7ae000199171d","Mentor","Both","Value"
"459","5996cafd0ed7ae000199171d","Zebra","Both","Natural"
"460","5996cafd0ed7ae000199171d","Chair","Both","Artifact"
"461","5996cafd0ed7ae000199171d","Argument","Both","Value"
"462","5996cafd0ed7ae000199171d","Raccoon","Both","Natural"
"463","5996cafd0ed7ae000199171d","Razor","Both","Artifact"
"464","5996cafd0ed7ae000199171d","Artist","Both","Value"
"465","5996cafd0ed7ae000199171d","Harpoon","Both","Artifact"
"466","5996cafd0ed7ae000199171d","Minister","Both","Value"
"467","5996cafd0ed7ae000199171d","Gold","Both","Natural"
"468","5996cafd0ed7ae000199171d","Shovel","Both","Artifact"
"469","60fcf7e8002c2c1b89b03b30","Water","Both","Natural"
"470","60fcf7e8002c2c1b89b03b30","Heavy.Metal","Is","Value"
"471","60fcf7e8002c2c1b89b03b30","Tiger","Both","Natural"
"472","60fcf7e8002c2c1b89b03b30","Fork","Both","Artifact"
"473","60fcf7e8002c2c1b89b03b30","Scientist","Both","Value"
"474","60fcf7e8002c2c1b89b03b30","Helium","Both","Natural"
"475","60fcf7e8002c2c1b89b03b30","Kettle","Both","Artifact"
"476","60fcf7e8002c2c1b89b03b30","Mentor","Both","Value"
"477","60fcf7e8002c2c1b89b03b30","Zebra","Both","Natural"
"478","60fcf7e8002c2c1b89b03b30","Chair","Both","Artifact"
"479","60fcf7e8002c2c1b89b03b30","Argument","Both","Value"
"480","60fcf7e8002c2c1b89b03b30","Raccoon","Both","Natural"
"481","60fcf7e8002c2c1b89b03b30","Razor","Both","Artifact"
"482","60fcf7e8002c2c1b89b03b30","Artist","Is","Value"
"483","60fcf7e8002c2c1b89b03b30","Harpoon","Both","Artifact"
"484","60fcf7e8002c2c1b89b03b30","Minister","Both","Value"
"485","60fcf7e8002c2c1b89b03b30","Gold","Both","Natural"
"486","60fcf7e8002c2c1b89b03b30","Shovel","Both","Artifact"
"487","5fc175e1e8b4d40e74b123b3","Water","Both","Natural"
"488","5fc175e1e8b4d40e74b123b3","Heavy.Metal","Both","Value"
"489","5fc175e1e8b4d40e74b123b3","Tiger","Is not","Natural"
"490","5fc175e1e8b4d40e74b123b3","Fork","Both","Artifact"
"491","5fc175e1e8b4d40e74b123b3","Scientist","Both","Value"
"492","5fc175e1e8b4d40e74b123b3","Helium","Is","Natural"
"493","5fc175e1e8b4d40e74b123b3","Kettle","Both","Artifact"
"494","5fc175e1e8b4d40e74b123b3","Mentor","Both","Value"
"495","5fc175e1e8b4d40e74b123b3","Zebra","Both","Natural"
"496","5fc175e1e8b4d40e74b123b3","Chair","Both","Artifact"
"497","5fc175e1e8b4d40e74b123b3","Argument","Is","Value"
"498","5fc175e1e8b4d40e74b123b3","Raccoon","Is","Natural"
"499","5fc175e1e8b4d40e74b123b3","Razor","Both","Artifact"
"500","5fc175e1e8b4d40e74b123b3","Artist","Is not","Value"
"501","5fc175e1e8b4d40e74b123b3","Harpoon","Both","Artifact"
"502","5fc175e1e8b4d40e74b123b3","Minister","Both","Value"
"503","5fc175e1e8b4d40e74b123b3","Gold","Both","Natural"
"504","5fc175e1e8b4d40e74b123b3","Shovel","Both","Artifact"
"505","5e4d94e8ee0d4509aacdfbc8","Water","Is not","Natural"
"506","5e4d94e8ee0d4509aacdfbc8","Heavy.Metal","Is","Value"
"507","5e4d94e8ee0d4509aacdfbc8","Tiger","Is not","Natural"
"508","5e4d94e8ee0d4509aacdfbc8","Fork","Is not","Artifact"
"509","5e4d94e8ee0d4509aacdfbc8","Scientist","Both","Value"
"510","5e4d94e8ee0d4509aacdfbc8","Helium","Is not","Natural"
"511","5e4d94e8ee0d4509aacdfbc8","Kettle","Is not","Artifact"
"512","5e4d94e8ee0d4509aacdfbc8","Mentor","Is not","Value"
"513","5e4d94e8ee0d4509aacdfbc8","Zebra","Is not","Natural"
"514","5e4d94e8ee0d4509aacdfbc8","Chair","Is not","Artifact"
"515","5e4d94e8ee0d4509aacdfbc8","Argument","Both","Value"
"516","5e4d94e8ee0d4509aacdfbc8","Raccoon","Is not","Natural"
"517","5e4d94e8ee0d4509aacdfbc8","Razor","Is not","Artifact"
"518","5e4d94e8ee0d4509aacdfbc8","Artist","Is","Value"
"519","5e4d94e8ee0d4509aacdfbc8","Harpoon","Is not","Artifact"
"520","5e4d94e8ee0d4509aacdfbc8","Minister","Both","Value"
"521","5e4d94e8ee0d4509aacdfbc8","Gold","Is not","Natural"
"522","5e4d94e8ee0d4509aacdfbc8","Shovel","Is not","Artifact"
"523","601958c0af6453017a0cbbd4","Water","Both","Natural"
"524","601958c0af6453017a0cbbd4","Heavy.Metal","Both","Value"
"525","601958c0af6453017a0cbbd4","Tiger","Both","Natural"
"526","601958c0af6453017a0cbbd4","Fork","Both","Artifact"
"527","601958c0af6453017a0cbbd4","Scientist","Both","Value"
"528","601958c0af6453017a0cbbd4","Helium","Both","Natural"
"529","601958c0af6453017a0cbbd4","Kettle","Both","Artifact"
"530","601958c0af6453017a0cbbd4","Mentor","Both","Value"
"531","601958c0af6453017a0cbbd4","Zebra","Both","Natural"
"532","601958c0af6453017a0cbbd4","Chair","Both","Artifact"
"533","601958c0af6453017a0cbbd4","Argument","Both","Value"
"534","601958c0af6453017a0cbbd4","Raccoon","Is","Natural"
"535","601958c0af6453017a0cbbd4","Razor","Both","Artifact"
"536","601958c0af6453017a0cbbd4","Artist","Both","Value"
"537","601958c0af6453017a0cbbd4","Harpoon","Both","Artifact"
"538","601958c0af6453017a0cbbd4","Minister","Both","Value"
"539","601958c0af6453017a0cbbd4","Gold","Both","Natural"
"540","601958c0af6453017a0cbbd4","Shovel","Both","Artifact"
"541","5c16c04cd0194b0001e693f0","Water","Both","Natural"
"542","5c16c04cd0194b0001e693f0","Heavy.Metal","Both","Value"
"543","5c16c04cd0194b0001e693f0","Tiger","Both","Natural"
"544","5c16c04cd0194b0001e693f0","Fork","Both","Artifact"
"545","5c16c04cd0194b0001e693f0","Scientist","Both","Value"
"546","5c16c04cd0194b0001e693f0","Helium","Both","Natural"
"547","5c16c04cd0194b0001e693f0","Kettle","Both","Artifact"
"548","5c16c04cd0194b0001e693f0","Mentor","Both","Value"
"549","5c16c04cd0194b0001e693f0","Zebra","Both","Natural"
"550","5c16c04cd0194b0001e693f0","Chair","Both","Artifact"
"551","5c16c04cd0194b0001e693f0","Argument","Both","Value"
"552","5c16c04cd0194b0001e693f0","Raccoon","Both","Natural"
"553","5c16c04cd0194b0001e693f0","Razor","Both","Artifact"
"554","5c16c04cd0194b0001e693f0","Artist","Both","Value"
"555","5c16c04cd0194b0001e693f0","Harpoon","Both","Artifact"
"556","5c16c04cd0194b0001e693f0","Minister","Both","Value"
"557","5c16c04cd0194b0001e693f0","Gold","Both","Natural"
"558","5c16c04cd0194b0001e693f0","Shovel","Both","Artifact"
"559","5c68037e4ecdae0001d8b480","Water","Both","Natural"
"560","5c68037e4ecdae0001d8b480","Heavy.Metal","Is not","Value"
"561","5c68037e4ecdae0001d8b480","Tiger","Is not","Natural"
"562","5c68037e4ecdae0001d8b480","Fork","Both","Artifact"
"563","5c68037e4ecdae0001d8b480","Scientist","Is not","Value"
"564","5c68037e4ecdae0001d8b480","Helium","Both","Natural"
"565","5c68037e4ecdae0001d8b480","Kettle","Both","Artifact"
"566","5c68037e4ecdae0001d8b480","Mentor","Is not","Value"
"567","5c68037e4ecdae0001d8b480","Zebra","Is","Natural"
"568","5c68037e4ecdae0001d8b480","Chair","Is not","Artifact"
"569","5c68037e4ecdae0001d8b480","Argument","Is not","Value"
"570","5c68037e4ecdae0001d8b480","Raccoon","Is not","Natural"
"571","5c68037e4ecdae0001d8b480","Razor","Is not","Artifact"
"572","5c68037e4ecdae0001d8b480","Artist","Is","Value"
"573","5c68037e4ecdae0001d8b480","Harpoon","Is","Artifact"
"574","5c68037e4ecdae0001d8b480","Minister","Is not","Value"
"575","5c68037e4ecdae0001d8b480","Gold","Is not","Natural"
"576","5c68037e4ecdae0001d8b480","Shovel","Both","Artifact"
"577","60c298f8c2328dfe272401d2","Water","Is","Natural"
"578","60c298f8c2328dfe272401d2","Heavy.Metal","Both","Value"
"579","60c298f8c2328dfe272401d2","Tiger","Is","Natural"
"580","60c298f8c2328dfe272401d2","Fork","Both","Artifact"
"581","60c298f8c2328dfe272401d2","Scientist","Is","Value"
"582","60c298f8c2328dfe272401d2","Helium","Is","Natural"
"583","60c298f8c2328dfe272401d2","Kettle","Both","Artifact"
"584","60c298f8c2328dfe272401d2","Mentor","Is not","Value"
"585","60c298f8c2328dfe272401d2","Zebra","Is","Natural"
"586","60c298f8c2328dfe272401d2","Chair","Both","Artifact"
"587","60c298f8c2328dfe272401d2","Argument","Is not","Value"
"588","60c298f8c2328dfe272401d2","Raccoon","Is","Natural"
"589","60c298f8c2328dfe272401d2","Razor","Both","Artifact"
"590","60c298f8c2328dfe272401d2","Artist","Is","Value"
"591","60c298f8c2328dfe272401d2","Harpoon","Is not","Artifact"
"592","60c298f8c2328dfe272401d2","Minister","Is not","Value"
"593","60c298f8c2328dfe272401d2","Gold","Both","Natural"
"594","60c298f8c2328dfe272401d2","Shovel","Is not","Artifact"
"595","610711d4c064313c758fe4c2","Water","Both","Natural"
"596","610711d4c064313c758fe4c2","Heavy.Metal","Both","Value"
"597","610711d4c064313c758fe4c2","Tiger","Both","Natural"
"598","610711d4c064313c758fe4c2","Fork","Both","Artifact"
"599","610711d4c064313c758fe4c2","Scientist","Both","Value"
"600","610711d4c064313c758fe4c2","Helium","Both","Natural"
"601","610711d4c064313c758fe4c2","Kettle","Both","Artifact"
"602","610711d4c064313c758fe4c2","Mentor","Both","Value"
"603","610711d4c064313c758fe4c2","Zebra","Both","Natural"
"604","610711d4c064313c758fe4c2","Chair","Both","Artifact"
"605","610711d4c064313c758fe4c2","Argument","Both","Value"
"606","610711d4c064313c758fe4c2","Raccoon","Both","Natural"
"607","610711d4c064313c758fe4c2","Razor","Both","Artifact"
"608","610711d4c064313c758fe4c2","Artist","Both","Value"
"609","610711d4c064313c758fe4c2","Harpoon","Both","Artifact"
"610","610711d4c064313c758fe4c2","Minister","Both","Value"
"611","610711d4c064313c758fe4c2","Gold","Both","Natural"
"612","610711d4c064313c758fe4c2","Shovel","Both","Artifact"
"613","6095dae9237f2262b67d51b5","Water","Both","Natural"
"614","6095dae9237f2262b67d51b5","Heavy.Metal","Is","Value"
"615","6095dae9237f2262b67d51b5","Tiger","Is","Natural"
"616","6095dae9237f2262b67d51b5","Fork","Is","Artifact"
"617","6095dae9237f2262b67d51b5","Scientist","Is","Value"
"618","6095dae9237f2262b67d51b5","Helium","Is","Natural"
"619","6095dae9237f2262b67d51b5","Kettle","Is","Artifact"
"620","6095dae9237f2262b67d51b5","Mentor","Is not","Value"
"621","6095dae9237f2262b67d51b5","Zebra","Both","Natural"
"622","6095dae9237f2262b67d51b5","Chair","Is","Artifact"
"623","6095dae9237f2262b67d51b5","Argument","Is","Value"
"624","6095dae9237f2262b67d51b5","Raccoon","Is","Natural"
"625","6095dae9237f2262b67d51b5","Razor","Is","Artifact"
"626","6095dae9237f2262b67d51b5","Artist","Is","Value"
"627","6095dae9237f2262b67d51b5","Harpoon","Is","Artifact"
"628","6095dae9237f2262b67d51b5","Minister","Both","Value"
"629","6095dae9237f2262b67d51b5","Gold","Is","Natural"
"630","6095dae9237f2262b67d51b5","Shovel","Is","Artifact"
"631","60c3c8f790736ad8d329816b","Water","Both","Natural"
"632","60c3c8f790736ad8d329816b","Heavy.Metal","Is","Value"
"633","60c3c8f790736ad8d329816b","Tiger","Is not","Natural"
"634","60c3c8f790736ad8d329816b","Fork","Is","Artifact"
"635","60c3c8f790736ad8d329816b","Scientist","Is","Value"
"636","60c3c8f790736ad8d329816b","Helium","Is not","Natural"
"637","60c3c8f790736ad8d329816b","Kettle","Is not","Artifact"
"638","60c3c8f790736ad8d329816b","Mentor","Both","Value"
"639","60c3c8f790736ad8d329816b","Zebra","Is not","Natural"
"640","60c3c8f790736ad8d329816b","Chair","Is not","Artifact"
"641","60c3c8f790736ad8d329816b","Argument","Is not","Value"
"642","60c3c8f790736ad8d329816b","Raccoon","Is not","Natural"
"643","60c3c8f790736ad8d329816b","Razor","Is not","Artifact"
"644","60c3c8f790736ad8d329816b","Artist","Is","Value"
"645","60c3c8f790736ad8d329816b","Harpoon","Is not","Artifact"
"646","60c3c8f790736ad8d329816b","Minister","Is","Value"
"647","60c3c8f790736ad8d329816b","Gold","Is not","Natural"
"648","60c3c8f790736ad8d329816b","Shovel","Is not","Artifact"
"649","5fe70a2be144224fce79b148","Water","Both","Natural"
"650","5fe70a2be144224fce79b148","Heavy.Metal","Is","Value"
"651","5fe70a2be144224fce79b148","Tiger","Both","Natural"
"652","5fe70a2be144224fce79b148","Fork","Both","Artifact"
"653","5fe70a2be144224fce79b148","Scientist","Both","Value"
"654","5fe70a2be144224fce79b148","Helium","Both","Natural"
"655","5fe70a2be144224fce79b148","Kettle","Both","Artifact"
"656","5fe70a2be144224fce79b148","Mentor","Both","Value"
"657","5fe70a2be144224fce79b148","Zebra","Both","Natural"
"658","5fe70a2be144224fce79b148","Chair","Both","Artifact"
"659","5fe70a2be144224fce79b148","Argument","Both","Value"
"660","5fe70a2be144224fce79b148","Raccoon","Is","Natural"
"661","5fe70a2be144224fce79b148","Razor","Both","Artifact"
"662","5fe70a2be144224fce79b148","Artist","Is","Value"
"663","5fe70a2be144224fce79b148","Harpoon","Is","Artifact"
"664","5fe70a2be144224fce79b148","Minister","Is","Value"
"665","5fe70a2be144224fce79b148","Gold","Is","Natural"
"666","5fe70a2be144224fce79b148","Shovel","Is","Artifact"
"667","609d1224afa6945618b68f1f","Water","Both","Natural"
"668","609d1224afa6945618b68f1f","Heavy.Metal","Both","Value"
"669","609d1224afa6945618b68f1f","Tiger","Is not","Natural"
"670","609d1224afa6945618b68f1f","Fork","Both","Artifact"
"671","609d1224afa6945618b68f1f","Scientist","Is not","Value"
"672","609d1224afa6945618b68f1f","Helium","Is not","Natural"
"673","609d1224afa6945618b68f1f","Kettle","Both","Artifact"
"674","609d1224afa6945618b68f1f","Mentor","Both","Value"
"675","609d1224afa6945618b68f1f","Zebra","Is not","Natural"
"676","609d1224afa6945618b68f1f","Chair","Is not","Artifact"
"677","609d1224afa6945618b68f1f","Argument","Is not","Value"
"678","609d1224afa6945618b68f1f","Raccoon","Is not","Natural"
"679","609d1224afa6945618b68f1f","Razor","Is not","Artifact"
"680","609d1224afa6945618b68f1f","Artist","Is","Value"
"681","609d1224afa6945618b68f1f","Harpoon","Both","Artifact"
"682","609d1224afa6945618b68f1f","Minister","Is","Value"
"683","609d1224afa6945618b68f1f","Gold","Is not","Natural"
"684","609d1224afa6945618b68f1f","Shovel","Is not","Artifact"
"685","5f56a6646e11c111125188bc","Water","Both","Natural"
"686","5f56a6646e11c111125188bc","Heavy.Metal","Is","Value"
"687","5f56a6646e11c111125188bc","Tiger","Both","Natural"
"688","5f56a6646e11c111125188bc","Fork","Is","Artifact"
"689","5f56a6646e11c111125188bc","Scientist","Is","Value"
"690","5f56a6646e11c111125188bc","Helium","Is not","Natural"
"691","5f56a6646e11c111125188bc","Kettle","Both","Artifact"
"692","5f56a6646e11c111125188bc","Mentor","Both","Value"
"693","5f56a6646e11c111125188bc","Zebra","Is not","Natural"
"694","5f56a6646e11c111125188bc","Chair","Both","Artifact"
"695","5f56a6646e11c111125188bc","Argument","Is","Value"
"696","5f56a6646e11c111125188bc","Raccoon","Both","Natural"
"697","5f56a6646e11c111125188bc","Razor","Is not","Artifact"
"698","5f56a6646e11c111125188bc","Artist","Is","Value"
"699","5f56a6646e11c111125188bc","Harpoon","Is not","Artifact"
"700","5f56a6646e11c111125188bc","Minister","Is","Value"
"701","5f56a6646e11c111125188bc","Gold","Both","Natural"
"702","5f56a6646e11c111125188bc","Shovel","Is not","Artifact"
"703","611cdb36b5b791e2174ee88b","Water","Both","Natural"
"704","611cdb36b5b791e2174ee88b","Heavy.Metal","Both","Value"
"705","611cdb36b5b791e2174ee88b","Tiger","Both","Natural"
"706","611cdb36b5b791e2174ee88b","Fork","Is not","Artifact"
"707","611cdb36b5b791e2174ee88b","Scientist","Both","Value"
"708","611cdb36b5b791e2174ee88b","Helium","Both","Natural"
"709","611cdb36b5b791e2174ee88b","Kettle","Is not","Artifact"
"710","611cdb36b5b791e2174ee88b","Mentor","Is not","Value"
"711","611cdb36b5b791e2174ee88b","Zebra","Both","Natural"
"712","611cdb36b5b791e2174ee88b","Chair","Is not","Artifact"
"713","611cdb36b5b791e2174ee88b","Argument","Both","Value"
"714","611cdb36b5b791e2174ee88b","Raccoon","Is not","Natural"
"715","611cdb36b5b791e2174ee88b","Razor","Both","Artifact"
"716","611cdb36b5b791e2174ee88b","Artist","Both","Value"
"717","611cdb36b5b791e2174ee88b","Harpoon","Is not","Artifact"
"718","611cdb36b5b791e2174ee88b","Minister","Both","Value"
"719","611cdb36b5b791e2174ee88b","Gold","Is not","Natural"
"720","611cdb36b5b791e2174ee88b","Shovel","Both","Artifact"
"721","5f68d4c59b202b055cc873e5","Water","Is not","Natural"
"722","5f68d4c59b202b055cc873e5","Heavy.Metal","Is","Value"
"723","5f68d4c59b202b055cc873e5","Tiger","Both","Natural"
"724","5f68d4c59b202b055cc873e5","Fork","Is not","Artifact"
"725","5f68d4c59b202b055cc873e5","Scientist","Is not","Value"
"726","5f68d4c59b202b055cc873e5","Helium","Is not","Natural"
"727","5f68d4c59b202b055cc873e5","Kettle","Is not","Artifact"
"728","5f68d4c59b202b055cc873e5","Mentor","Is not","Value"
"729","5f68d4c59b202b055cc873e5","Zebra","Is","Natural"
"730","5f68d4c59b202b055cc873e5","Chair","Is not","Artifact"
"731","5f68d4c59b202b055cc873e5","Argument","Both","Value"
"732","5f68d4c59b202b055cc873e5","Raccoon","Is not","Natural"
"733","5f68d4c59b202b055cc873e5","Razor","Is not","Artifact"
"734","5f68d4c59b202b055cc873e5","Artist","Is","Value"
"735","5f68d4c59b202b055cc873e5","Harpoon","Is not","Artifact"
"736","5f68d4c59b202b055cc873e5","Minister","Both","Value"
"737","5f68d4c59b202b055cc873e5","Gold","Is not","Natural"
"738","5f68d4c59b202b055cc873e5","Shovel","Is not","Artifact"
"739","5ce7046a9390750017b64ac6","Water","Both","Natural"
"740","5ce7046a9390750017b64ac6","Heavy.Metal","Both","Value"
"741","5ce7046a9390750017b64ac6","Tiger","Is not","Natural"
"742","5ce7046a9390750017b64ac6","Fork","Is not","Artifact"
"743","5ce7046a9390750017b64ac6","Scientist","Is not","Value"
"744","5ce7046a9390750017b64ac6","Helium","Both","Natural"
"745","5ce7046a9390750017b64ac6","Kettle","Is not","Artifact"
"746","5ce7046a9390750017b64ac6","Mentor","Is not","Value"
"747","5ce7046a9390750017b64ac6","Zebra","Is not","Natural"
"748","5ce7046a9390750017b64ac6","Chair","Is not","Artifact"
"749","5ce7046a9390750017b64ac6","Argument","Is not","Value"
"750","5ce7046a9390750017b64ac6","Raccoon","Is not","Natural"
"751","5ce7046a9390750017b64ac6","Razor","Is not","Artifact"
"752","5ce7046a9390750017b64ac6","Artist","Both","Value"
"753","5ce7046a9390750017b64ac6","Harpoon","Is not","Artifact"
"754","5ce7046a9390750017b64ac6","Minister","Is not","Value"
"755","5ce7046a9390750017b64ac6","Gold","Is not","Natural"
"756","5ce7046a9390750017b64ac6","Shovel","Both","Artifact"
"757","5f7636517eea510aeb2e8433","Water","Both","Natural"
"758","5f7636517eea510aeb2e8433","Heavy.Metal","Is","Value"
"759","5f7636517eea510aeb2e8433","Tiger","Both","Natural"
"760","5f7636517eea510aeb2e8433","Fork","Is","Artifact"
"761","5f7636517eea510aeb2e8433","Scientist","Is","Value"
"762","5f7636517eea510aeb2e8433","Helium","Both","Natural"
"763","5f7636517eea510aeb2e8433","Kettle","Both","Artifact"
"764","5f7636517eea510aeb2e8433","Mentor","Is not","Value"
"765","5f7636517eea510aeb2e8433","Zebra","Both","Natural"
"766","5f7636517eea510aeb2e8433","Chair","Both","Artifact"
"767","5f7636517eea510aeb2e8433","Argument","Both","Value"
"768","5f7636517eea510aeb2e8433","Raccoon","Both","Natural"
"769","5f7636517eea510aeb2e8433","Razor","Both","Artifact"
"770","5f7636517eea510aeb2e8433","Artist","Is","Value"
"771","5f7636517eea510aeb2e8433","Harpoon","Both","Artifact"
"772","5f7636517eea510aeb2e8433","Minister","Is","Value"
"773","5f7636517eea510aeb2e8433","Gold","Both","Natural"
"774","5f7636517eea510aeb2e8433","Shovel","Both","Artifact"
"775","5e52e5e02d48ca3042df7f25","Water","Is not","Natural"
"776","5e52e5e02d48ca3042df7f25","Heavy.Metal","Both","Value"
"777","5e52e5e02d48ca3042df7f25","Tiger","Is not","Natural"
"778","5e52e5e02d48ca3042df7f25","Fork","Is not","Artifact"
"779","5e52e5e02d48ca3042df7f25","Scientist","Both","Value"
"780","5e52e5e02d48ca3042df7f25","Helium","Is not","Natural"
"781","5e52e5e02d48ca3042df7f25","Kettle","Is not","Artifact"
"782","5e52e5e02d48ca3042df7f25","Mentor","Is not","Value"
"783","5e52e5e02d48ca3042df7f25","Zebra","Is not","Natural"
"784","5e52e5e02d48ca3042df7f25","Chair","Is not","Artifact"
"785","5e52e5e02d48ca3042df7f25","Argument","Is not","Value"
"786","5e52e5e02d48ca3042df7f25","Raccoon","Is not","Natural"
"787","5e52e5e02d48ca3042df7f25","Razor","Is not","Artifact"
"788","5e52e5e02d48ca3042df7f25","Artist","Both","Value"
"789","5e52e5e02d48ca3042df7f25","Harpoon","Is not","Artifact"
"790","5e52e5e02d48ca3042df7f25","Minister","Is","Value"
"791","5e52e5e02d48ca3042df7f25","Gold","Is not","Natural"
"792","5e52e5e02d48ca3042df7f25","Shovel","Is not","Artifact"
"793","5e5bd0b15bb3123a2e2a2c07","Water","Is not","Natural"
"794","5e5bd0b15bb3123a2e2a2c07","Heavy.Metal","Both","Value"
"795","5e5bd0b15bb3123a2e2a2c07","Tiger","Both","Natural"
"796","5e5bd0b15bb3123a2e2a2c07","Fork","Is not","Artifact"
"797","5e5bd0b15bb3123a2e2a2c07","Scientist","Both","Value"
"798","5e5bd0b15bb3123a2e2a2c07","Helium","Is not","Natural"
"799","5e5bd0b15bb3123a2e2a2c07","Kettle","Is not","Artifact"
"800","5e5bd0b15bb3123a2e2a2c07","Mentor","Both","Value"
"801","5e5bd0b15bb3123a2e2a2c07","Zebra","Both","Natural"
"802","5e5bd0b15bb3123a2e2a2c07","Chair","Is not","Artifact"
"803","5e5bd0b15bb3123a2e2a2c07","Argument","Is not","Value"
"804","5e5bd0b15bb3123a2e2a2c07","Raccoon","Both","Natural"
"805","5e5bd0b15bb3123a2e2a2c07","Razor","Both","Artifact"
"806","5e5bd0b15bb3123a2e2a2c07","Artist","Is","Value"
"807","5e5bd0b15bb3123a2e2a2c07","Harpoon","Is not","Artifact"
"808","5e5bd0b15bb3123a2e2a2c07","Minister","Is","Value"
"809","5e5bd0b15bb3123a2e2a2c07","Gold","Is not","Natural"
"810","5e5bd0b15bb3123a2e2a2c07","Shovel","Is not","Artifact"
"811","5c5b50e8fbf35700018c8dde","Water","Both","Natural"
"812","5c5b50e8fbf35700018c8dde","Heavy.Metal","Is","Value"
"813","5c5b50e8fbf35700018c8dde","Tiger","Is not","Natural"
"814","5c5b50e8fbf35700018c8dde","Fork","Both","Artifact"
"815","5c5b50e8fbf35700018c8dde","Scientist","Is not","Value"
"816","5c5b50e8fbf35700018c8dde","Helium","Is not","Natural"
"817","5c5b50e8fbf35700018c8dde","Kettle","Both","Artifact"
"818","5c5b50e8fbf35700018c8dde","Mentor","Both","Value"
"819","5c5b50e8fbf35700018c8dde","Zebra","Is not","Natural"
"820","5c5b50e8fbf35700018c8dde","Chair","Both","Artifact"
"821","5c5b50e8fbf35700018c8dde","Argument","Is not","Value"
"822","5c5b50e8fbf35700018c8dde","Raccoon","Is not","Natural"
"823","5c5b50e8fbf35700018c8dde","Razor","Is not","Artifact"
"824","5c5b50e8fbf35700018c8dde","Artist","Is","Value"
"825","5c5b50e8fbf35700018c8dde","Harpoon","Both","Artifact"
"826","5c5b50e8fbf35700018c8dde","Minister","Both","Value"
"827","5c5b50e8fbf35700018c8dde","Gold","Is not","Natural"
"828","5c5b50e8fbf35700018c8dde","Shovel","Both","Artifact"
"829","627e79a6e1f2b10601861ca6","Water","Both","Natural"
"830","627e79a6e1f2b10601861ca6","Heavy.Metal","Both","Value"
"831","627e79a6e1f2b10601861ca6","Tiger","Is not","Natural"
"832","627e79a6e1f2b10601861ca6","Fork","Is not","Artifact"
"833","627e79a6e1f2b10601861ca6","Scientist","Both","Value"
"834","627e79a6e1f2b10601861ca6","Helium","Is not","Natural"
